,deposit_id,deposit_name,latitude,longitude,deposit_model,url
196,197,NA,60.19,136.48,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=197
197,198,NA,25.75,75.22,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=198
198,199,NA,50.42,6.02,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=199
199,200,NA,43.15,23.54,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=200
200,201,NA,39.14,-106.17,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=201
201,202,NA,25.07,109.53,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=202
202,203,NA,52.79,-8.27,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=203
203,204,NA,25.0,74.17,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=204
204,205,NA,24.01,74.23,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=205
205,206,NA,-15.45,128.97,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=206
206,207,NA,57.51,-125.15,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=207
207,208,NA,25.35,74.57,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=208
208,209,NA,68.16,-163.21,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=209
209,210,NA,49.71,-116.01,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=210
210,211,NA,41.22,71.34,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=211
211,212,NA,62.21,-133.03,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=212
212,213,NA,40.93,106.73,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=213
213,214,NA,53.69,-6.74,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=214
214,215,NA,26.95,102.2,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=215
215,216,NA,25.76,75.24,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=216
216,217,NA,25.34,74.54,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=217
217,218,NA,63.17,-130.14,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=218
218,219,NA,34.62,109.98,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=219
219,220,NA,34.3,-1.48,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=220
220,221,NA,-12.33,-41.8,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=221
221,222,NA,44.13,3.39,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=222
222,223,NA,44.67,-114.25,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=223
223,224,NA,42.77,-2.28,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=224
224,225,NA,-18.78,13.41,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=225
225,226,NA,53.16,-8.34,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=226
226,227,NA,25.63,34.45,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=227
227,228,NA,45.68,-72.67,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=228
228,229,NA,63.48,148.42,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=229
229,230,NA,48.76,-117.76,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=230
230,231,NA,62.25,-133.18,NA,https://mrdata.usgs.gov/to-json.php?db=sedexmvt&id=rec_id&labno=231
